"idseccion","cod_tienda","nombre_tienda","idseccion_zona","cod_zona","zona","idseccion_plaza","cod_plaza","plaza","idseccion_division","cod_division","division","estado","fecha_apertura","fecha_cierre","direccion_sbs","distrito","provincia","departamento","geoubicacion","centro_costos","n_resolucion_sbs","fecha_resolucion","cod_sbs","condicion","tipo_tienda","clasificacion_tienda","tipo_horario","horario","nombre_almacen","embozadora","atencion_feriados","grupo_campana","ubigeo","tienda_imagine","fecha_imagine","tipo_idseccion","active_controller","kiosko","latitud","longitud","metros_cuadrados","cod_sector_gt","asofdate","codpropositositio","descpropositositio","codclasificaciontienda","codtipohorario","codtipotienda","codgeoubicacion","usuariocreamodifi","fechacreamodifi","horacreamodifi","lote","cu_tienda","region_convenios","region_convnominas","plaza_convenios","zona_convenios","fecinformacion"
"25200","252","MM Vea Saenz Peña","82000","Z2","Zona Oeste","","","","82100","TL","Tiendas Lima","Activa","20050401","","AV. SAENZ PEÑA Y DOS DE MAYO","CALLAO","CALLAO","CALLAO","Callao","2520300000","SBS 317-2005","20050218","002-310","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM Vea SAENZ PEÑA","con Embozadora","SI","Normal","101","NO","19000101","T","0","","-12.059823","-77.131416999999999","41.799999999999997","43346","","","","","","","","","20210503","08:46:44.2470000",,"000252","Lima","00 LIMA","Zona Oeste","LIMA",
"37000","370","MM Vea Independencia","80500","Z1","Zona Norte","","","","82100","TL","Tiendas Lima","Activa","20081015","","AV CARLOS ALBERTO EYZAGUIRRE 3920-3996","INDEPENDENCIA","LIMA","LIMA","Lima Norte","3700300000","SBS 10429-2008","20081015","002-423","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM Vea INDEPENDENCIA","con Embozadora","SI","Normal","140102","NO","19000101","T","0","","-11.989462","-77.062893000000003","48.329999999999998","4331C","","","","","","","","","20210503","08:46:44.2470000",,"000370","Lima","00 LIMA","Zona Norte","LIMA",
"11200","112","Intercafe","81300","Z7","Zona 7","","","","82100","TL","Tiendas Lima","Cerrada","20091226","20110619","Kilómetro 97.5 Panamericana Sur - Centro Comercial Boulevard Sur Plaza Asia - Plaza Principal (P1) Ubicación 4","ASIA","CAÑETE","LIMA","Sur","","SBS 12034-2011","20111206","0","Alquilada","Tienda Financiera","Centro Comercial","Normal","","INTERCAFE","","","Normal","140416","NO","19000101","T","","","","","","","","","","","","","","","20210503","08:46:44.2470000",,"000112","Lima","00 LIMA","Zona Sur","LIMA",
"40000","400","Ica","90405","R3","Región Sur","40001","PICA","Plaza Ica","98900","TP","Tiendas Provincia","Activa","19991215","","CA. GRAU ESQ. C/ AYACUCHO 200","ICA","ICA","ICA","Centro","4000300000","SBS 1105-1999","19991215","002-053","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA PLAZA ICA","sin Embozadora","NO","Normal","100101","SI","20131021","T","1","1","-14.063195","-75.727520999999996","644.90999999999997","4222P","","","","","","","","","20210503","08:46:44.2470000",,"000400","Sur","03 SUR CENTRO","Ica","PROVINCIA",
"65600","656","Gamarra Moda Plaza","81500","Z3","Zona Centro","","","","82100","TL","Tiendas Lima","Cerrada","20190920","20210331","JR. GAMARRA 1275 C.C. GAMARRA MODA PLAZA - LOCAL L8A02, PRIMER PISO NIVEL B SECTOR POWER CENTER","LA VICTORIA","LIMA","LIMA","Lima Centro","6560300000","SBS 3355-2019","20190719","","Alquilada","Tienda Financiera","Centro Comercial","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","","Com Embozadora","NO","Normal","150115","SI","20190920","T","1","0","-12.071035999999999","-77.013029000000003","0","","","","","","","","","","20210503","08:46:44.2470000",,"000656","Lima","","Zona Centro","LIMA",
"27400","274","MM Mass San Juan de Miraflores","81300","Z7","Zona Sur","","","","82100","TL","Tiendas Lima","Activa","20070102","","AV. VARGAS MACHUCA # 340","SAN JUAN DE MIRAFLORES","LIMA","LIMA","Lima Sur","2740300000","SBS 1365-2006","20061019","002-350","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM Vea SAN JUAN DE MIRAFLORES","sin Embozadora","SI","Normal","140136","NO","19000101","T","0","","-12.165873059999999","-76.973937460000002","39.600000000000001","43324","","","","","","","","","20210503","08:46:44.2470000",,"000274","Lima","00 LIMA","Zona Sur","LIMA",
"53200","532","Barranca MegaPlaza","90403","R2","Región Centro","52701","PNC","Plaza Norte chico","98900","TP","Tiendas Provincia","Cerrada","20140204","20200430","CALLE CASTILLA N° 370, LOCAL 2","BARRANCA","BARRANCA","LIMA","","5320300000","SBS 5754 - 2013","20130919","002-537","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a S de 10:00am a 8:00pm","TIENDA MEGA PLAZA BARRANCA","","","Nació siendo Imagine","140901","SI","20140204","T","1","1","-10.75137988","-77.761335459999998","209","42312","","","","","","","","","20210503","08:46:44.2470000",,"000532","Centro","00 LIMA","Barranca","PROVINCIA",
"33900","339","MM Tacna Real Plaza","90405","R3","Región Sur","34001","PTCQ","Plaza Tacna","98900","TP","Tiendas Provincia","Activa","20110113","","AV. CUZCO CON CALLE BENAJMIN CISNEROS Y CALLE SIR JONES","TACNA","TACNA","TACNA","Sur","3390300000","SBS 12387-2010","20101007","002-485","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","TIENDA MM TACNA (TIGRE)","con Embozadora","NO","Normal","220101","NO","19000101","T","0","","-18.018172360000001","-70.252856629999997","68","42219","","","","","","","","","20210503","08:46:44.2470000",,"000339","Sur","04 SUR","Tacna","PROVINCIA",
"18200","182","CTV Mercaderes","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000182","Lima","","Sin Zona","PROVINCIA",
"49500","495","Real Plaza Santa Clara","81700","Z4","Zona Este","","","","82100","TL","Tiendas Lima","Activa","20090604","","CARRETERA CENTRAL KM. 103 CRUCE CON LA AV. ESTRELLA, URB. SANTA CLARA","ATE - VITARTE","LIMA","LIMA","Lima Este","4950300000","SBS 2419-2009","20090408","002-457","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a S de 9:00 a.m. a 8:00 p.m.","MM Vea REAL PLAZA SANTA CLARA","con Embozadora","SI","Normal","140103","NO","19000101","T","1","1","-12.014899890000001","-76.885288779999996","195.59999999999999","4332B","","","","","","","","","20210503","08:46:44.2470000",,"000495","Lima","00 LIMA","Zona Este","LIMA",
"93100","931","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000931","Lima","","Sin Zona","PROVINCIA",
"07600","076","Las Artes","81200","Z6","Zona Moderna Este","","","","82100","TL","Tiendas Lima","Cerrada","19850701","20201231","AV. LAS ARTES ESQ. C/ AV. SAN LUIS","SAN BORJA","LIMA","LIMA","Moderna 1","0760300000","SBS 14294-2009","20091030","002-185","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA SAN LUIS Y LAS ARTES","sin Embozadora","NO","Normal","140101","NO","19000101","T","1","1","-12.089967","-76.995920999999996","159","43236","","","","","","","","","20210503","08:46:44.2470000",,"000076","Lima","00 LIMA","Zona Moderna Este","LIMA",
"16600","166","Morelli","81500","Z3","Zona Centro","","","","82100","TL","Tiendas Lima","Activa","20070813","","CA. MORELLI N?235 - 237","SAN BORJA","LIMA","LIMA","Moderna 1","1660300000","SBS 568 - 2007 / SBS 8593 - 2012","18991230","002-359","Alquilada","Tienda Financiera","Centro Comercial","Normal","L a V de 9:00am a 6:30pm / S de 9:00am a 1:00pm","TIENDA MORELLI","sin Embozadora","NO","Normal","140140","SI","20131016","T","1","1","-12.089185820000001","-77.004322909999999","253.28999999999999","4323A","","","","","","","","","20210503","08:46:44.2470000",,"000166","Lima","00 LIMA","Zona Centro","LIMA",
"09500","095","Independencia","80500","Z1","Zona 1","","","","82100","TL","Tiendas Lima","Cerrada","20080627","20190330","AV. CARLOS IZAGUIRRE N? 124","INDEPENDENCIA","LIMA","LIMA","Lima Norte","0950300000","SBS 1792-2008","20080530","002-415","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA INDEPENDENCIA","sin Embozadora","NO","Normal","140102","SI","20131129","T","1","1","-11.988814","-77.057451","258","43113","","","","","","","","","20210503","08:46:44.2470000",,"000095","Lima","00 LIMA","Zona Norte","LIMA",
"24200","242","MM Vea Comas","80500","Z1","Zona Norte","","","","82100","TL","Tiendas Lima","Activa","20061008","","AV. TUPAC AMARU # 3860 - URB. LA PASCANA","COMAS","LIMA","LIMA","Lima Norte","2420300000","SBS 1199-2006","20060921","002-348","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM Vea COMAS","con Embozadora","SI","Normal","140104","NO","19000101","T","0","","-11.93261388","-77.045322479999996","39.5","43311","","","","","","","","","20210503","08:46:44.2470000",,"000242","Lima","00 LIMA","Zona Norte","LIMA",
"26100","261","MM Vea Los Olivos","80500","Z1","Zona Norte","","","","82100","TL","Tiendas Lima","Activa","20050401","","AV. ANTUNEZ DE MAYOLO CDRA. 9 CON ESQ. CALLE ORIÓN","LOS OLIVOS","LIMA","LIMA","Lima Norte","2610300000","SBS 317-2005","20050218","002-317","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM Vea LOS OLIVOS","con Embozadora","SI","Normal","140142","NO","19000101","T","0","","-11.994358200000001","-77.072101119999999","57.25","43316","","","","","","","","","20210503","08:46:44.2470000",,"000261","Lima","00 LIMA","Zona Norte","LIMA",
"87700","877","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000877","Lima","","Sin Zona","PROVINCIA",
"76900","769","Real Plaza Pucallpa","90403","R2","Región Centro","75001","PTPP","Plaza Oriente","98900","TP","Tiendas Provincia","Activa","20140930","","Av. Centenario N°365, Local Ls-05","CALLERIA","CORONEL PORTILLO","UCAYALI","","7690300000","SBS 3385 - 2014","20140603","0","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a S de 10:00am a 8:00pm","TIENDA REAL PLAZA PUCALLPA","","","Nació siendo Imagine","250101","SI","20140930","T","1","1","-8.3861208000000005","-74.556243600000002","217.34999999999999","4222T","","","","","","","","","20210503","08:46:44.2470000",,"000769","Centro","02 NORTE CENTRO","Oriente","PROVINCIA",
"82500","825","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000825","Lima","","Sin Zona","PROVINCIA",
"31900","319","MM Arequipa La Marina","","","","30001","PAQP","Plaza Arequipa","98900","TP","Tiendas Provincia","Cerrada","20071208","20191130","CA. PUENTE BOLOGNESI N?124 SUB LOTE 1Y2 CA.PALACIO VIEJO N? 519 - 527","AREQUIPA","AREQUIPA","AREQUIPA","Sur","3190300000","SBS 1682-2007","20071121","002-396","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","TIENDA AREQUIPA LA MARINA","sin Embozadora","NO","Normal","40101","SI","20131028","T","1","1","-16.398655000000002","-71.541139999999999","48.439999999999998","4222H","","","","","","","","","20210503","08:46:44.2470000",,"000319","Sur","04 SUR","Arequipa","PROVINCIA",
"61800","618","Chimbote Mega Plaza","90414","R1","Región Norte","","","","98900","TP","Tiendas Provincia","Cerrada","20121030","20180831","LOTE1-A1-A2 DE LA MANZANA B, LOTIZACIÓN PARQUE GRAN CHAVIN LOCAL N°R1","CHIMBOTE","SANTA","ANCASH","Centro","6180300000","SBS 6954 - 2012","20120912","002-510","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a S de 10:00am a 8:00pm","TIENDA MEGA PLAZA CHIMBOTE","sin Embozadora","NO","Normal","21301","SI","20131202","T","1","1","-9.1024039999999999","-78.557911000000004","210.09999999999999","4221G","","","","","","","","","20210503","08:46:44.2470000",,"000618","Norte","02 NORTE CENTRO","Chimbote","PROVINCIA",
"41000","410","Yanahuara","","","","30001","PAQP","Plaza Arequipa","98900","TP","Tiendas Provincia","Activa","20130121","","MZ. B, LOTE B-9, URBANIZACION MAGISTERIAL II","YANAHUARA","AREQUIPA","AREQUIPA","Sur","4100300000","SBS 8593 - 2012","20121112","002-520","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00 am a 6:00pm / S de 9:00am a 1:00pm","TIENDA YANAHUARA","con Embozadora","NO","Normal","40123","SI","20131028","T","1","1","-16.397027000000001","-71.547139999999999","306.49000000000001","4221L","","","","","","","","","20210503","08:46:44.2470000",,"000410","Arequipa","04 SUR","Arequipa","PROVINCIA",
"26000","260","MM Vea Dasso","96200","Z5","Zona Moderna Oeste","","","","82100","TL","Tiendas Lima","Activa","20071221","","ESQ. AV. CAMINO REAL Y CA.EMILIO BUSTAMANTE","SAN ISIDRO","LIMA","LIMA","Moderna 1","2600300000","SBS 1084-2007","20070807","002-382","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM Vea DASSO","con Embozadora","SI","Normal","140112","NO","19000101","T","0","","-12.1074938","-77.039153200000001","47.560000000000002","43337","","","","","","","","","20210503","08:46:44.2470000",,"000260","Lima","00 LIMA","Zona Moderna Oeste","LIMA",
"29900","299","La Marina","82000","Z2","Zona Oeste","","","","82100","TL","Tiendas Lima","Cerrada","20050602","20201231","AV. LA MARINA CDRA 25 CON ESQ. CA. CESAR LOPEZ","SAN MIGUEL","LIMA","LIMA","Moderna 1","2990300000","SBS 1840-2004","20041108","002-257","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA LA MARINA","sin Embozadora","NO","Normal","140101","SI","20131206","T","1","1","-12.077504810000001","-77.090048109999998","100","4312E","","","","","","","","","20210503","08:46:44.2470000",,"000299","Lima","00 LIMA","Zona Oeste","LIMA",
"36800","368","El Trigal","81300","Z7","Zona Sur","","","","82100","TL","Tiendas Lima","Activa","20081220","","AV BENAVIDES CDRA. 46, INGRESO 118. CC LA ALBORADA","SURCO","LIMA","LIMA","Moderna 1","3680300000","SBS 12502-2008","20081212","002-439","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA TRIGAL","sin Embozadora","NO","Normal","140129","SI","20131114","T","1","1","-12.127590680000001","-76.988416229999999","234","4323F","","","","","","","","","20210503","08:46:44.2470000",,"000368","Lima","00 LIMA","Zona Sur","LIMA",
"25000","250","MM Vea Ate","81700","Z4","Zona Este","","","","82100","TL","Tiendas Lima","Activa","20050401","","AV. LA MAR C/ NICOLAS AYLLÓN ATE","ATE - VITARTE","LIMA","LIMA","Lima Este","2500300000","SBS 317-2005","20050218","002-313","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM Vea ATE","con Embozadora","SI","Normal","140103","NO","19000101","T","0","","-12.054556","-76.962682999999998","41","43322","","","","","","","","","20210503","08:46:44.2470000",,"000250","Lima","00 LIMA","Zona Este","LIMA",
"12700","127","Miraflores","96200","Z5","Zona Moderna Oeste","","","","82100","TL","Tiendas Lima","Activa","20090428","","AV. ARAMBURU N° 144","MIRAFLORES","LIMA","LIMA","Moderna 1","1270300000","SBS 10680-2008","20081106","002-454","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA MIRAFLORES","sin Embozadora","NO","Normal","140107","SI","20131220","T","1","1","-12.103664999999999","-77.031025999999997","413","43228","","","","","","","","","20210503","08:46:44.2470000",,"000127","Lima","00 LIMA","Zona Moderna Oeste","LIMA",
"76000","760","Pucallpa","90403","R2","Región Centro","75001","PTPP","Plaza Oriente","98900","TP","Tiendas Provincia","Activa","19900803","","JR. RAYMONDI 569","CALLERIA","CORONEL PORTILLO","UCAYALI","Centro","7600300000","SBS 463-1990","19900627","002-049","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA PUCALLPA","sin Embozadora","NO","Normal","250101","SI","20140912","T","1","1","-8.3857676110000003","-74.530693529999994","841.39999999999998","4211E","","","","","","","","","20210503","08:46:44.2470000",,"000760","Centro","02 NORTE CENTRO","Oriente","PROVINCIA",
"58100","581","La Oroya","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000581","Centro","03 SUR CENTRO","Huancayo","PROVINCIA",
"64000","640","Módulo Real Plaza Salaverry","","","","","","","","","Tiendas lima","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000640","Lima","","Zona Moderna Oeste","LIMA",
"39700","397","CTV Chimbote","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000397","Norte","02 NORTE CENTRO","Chimbote","PROVINCIA",
"27300","273","MM Mass Chosica","","","","","","","","","Tiendas lima","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000273","Lima","","Lima","LIMA",
"54800","548","La Merced","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000548","Centro","","La Merced","PROVINCIA",
"74800","748","Chiclayo Santa Victoria","","","","70001","PCH","Plaza Chiclayo","98900","TP","Tiendas Provincia","Activa","20121005","","AVENIDA ANDRÉS A. CÁCERES N° 275. URBANIZACIÓN SANTA VICTORIA PRIMERA ETAPA","CHICLAYO","CHICLAYO","LAMBAYEQUE","Norte","7480300000","SBS 3551 - 2012","20120614","002-511","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA CHICLAYO - SANTA VICTORIA","sin Embozadora","NO","Normal","130301","SI","20130923","T","1","1","-6.7815772870000002","-79.843043449999996","296.13999999999999","4212B","","","","","","","","","20210503","08:46:44.2470000",,"000748","Norte","01 NORTE","Chiclayo","PROVINCIA",
"43700","437","MM Cusco San Jerónimo","90405","R3","Región Sur","42001","PCUS","Plaza Cusco","98900","TP","Tiendas Provincia","Cerrada","20141226","20180506","LOTE 3 y 4 VERSALLES DEL CARMEN o PITUPUCYO LOCAL N° 2","SAN JERONIMO","CUSCO","CUSCO","","4370300000","SBS 7696 - 2014","20141118","002-548","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM CUSCO SAN GERONIMO","","","Normal","80104","NO","19000101","T","0","","-13.542351","-71.90025","55","4221Q","","","","","","","","","20210503","08:46:44.2470000",,"000437","Sur","04 SUR","Cusco","PROVINCIA",
"08200","082","Habich","80500","Z1","Zona Norte","","","","82100","TL","Tiendas Lima","Activa","19860101","","AV. EDUARDO DE HABICH 433","SAN MARTIN DE PORRES","LIMA","LIMA","Lima Norte","0820300000","SBS 1307-2004","20040803","002-168","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA HABICH","sin Embozadora","NO","Normal","140126","SI","20140618","T","1","1","-12.02705471","-77.055159790000005","196.96000000000001","43112","","","","","","","","","20210503","08:46:44.2470000",,"000082","Lima","00 LIMA","Zona Norte","LIMA",
"26300","263","Pezet","96200","Z5","Zona Moderna Oeste","","","","82100","TL","Tiendas Lima","Activa","20050901","","AV. JUAN PEZET # 1405","SAN ISIDRO","LIMA","LIMA","Moderna 1","2630300000","SBS 455-1998","19980507","002-264","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA PEZET","sin Embozadora","NO","Normal","140112","NO","19000101","T","0","","-12.102923000000001","-77.052442999999997","150.67000000000002","4322C","","","","","","","","","20210503","08:46:44.2470000",,"000263","Lima","00 LIMA","Zona Moderna Oeste","LIMA",
"25500","255","MM Vea La Molina","81200","Z6","Zona Moderna Este","","","","82100","TL","Tiendas Lima","Activa","20050401","","AV. RAÚL FERRERO Y LAS RETAMAS  - LA MOLINA","LA MOLINA","LIMA","LIMA","Moderna 1","2550300000","SBS 317-2005","20050218","002-279","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM Vea LA MOLINA","con Embozadora","SI","Normal","140110","NO","19000101","T","0","","-12.09094893","-76.950749490000007","47.75","43333","","","","","","","","","20210503","08:46:44.2470000",,"000255","Lima","00 LIMA","Zona Moderna Este","LIMA",
"61100","611","Trujillo Real Plaza","","","","60001","PTRU","Plaza Trujillo","98900","TP","Tiendas Provincia","Activa","20070713","","C.C. REAL PLAZA - OF.B-2","TRUJILLO","TRUJILLO","LA LIBERTAD","Norte","6110300000","SBS 1083-2007","20070807","002-378","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a S de 10:00am a 8:00pm","TIENDA TRUJILLO REAL PLAZA","con Embozadora","NO","Normal","120101","SI","20131118","T","1","1","-8.1310755169999993","-79.0325864","215.99000000000001","4211K","","","","","","","","","20210503","08:46:44.2470000",,"000611","Norte","01 NORTE","Trujillo","PROVINCIA",
"00300","003","Manco Cápac","82600","Z9","Zona 9","","","","82100","TL","Tiendas Lima","Cerrada","19600401","20200430","AV. IQUITOS 484 - 488","LA VICTORIA","LIMA","LIMA","Lima Centro","0030300000","SBS 14294-2009","20091030","002-133","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA MANCO CAPAC","sin Embozadora","NO","Normal","140115","SI","20140704","T","1","1","-12.064314","-77.030907999999997","235","43141","","","","","","","","","20210503","08:46:44.2470000",,"000003","Lima","00 LIMA","Zona 9","LIMA",
"08700","087","Arenales","81500","Z3","Zona Centro","","","","82100","TL","Tiendas Lima","Activa","20070713","","AV. ARENALES N? 784 URB. SANTA BEATRIZ","LIMA - CERCADO","LIMA","LIMA","Moderna 2","0870300000","SBS 568-2007","20070511","002-354","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA LIMA CERCADO ARENALES","sin Embozadora","NO","Normal","140133","SI","20131213","T","1","1","-12.072182","-77.037699000000003","255","43136","","","","","","","","","20210503","08:46:44.2470000",,"000087","Lima","00 LIMA","Zona Centro","LIMA",
"24500","245","Regatas","81300","Z7","Zona Sur","","","","82100","TL","Tiendas Lima","Activa","19980529","","CLUB REGATAS LIMA - MALECON DE LA RIVERA S/N","CHORRILLOS","LIMA","LIMA","Lima Sur","2450300000","SBS 447-1998","19980506","002-263","Alquilada","Tienda Cerrada","Cerrada","Cerrada","L a V de 9:00am a 6:30pm / S de 9:00am a 1:00pm","TIENDA REGATAS","sin Embozadora","NO","Normal","140108","NO","19000101","T","0","","-12.166191","-77.032613999999995","57.450000000000003","43218","","","","","","","","","20210503","08:46:44.2470000",,"000245","Lima","00 LIMA","Zona Sur","LIMA",
"49700","497","MM Vea Acho","81700","Z4","Zona 4","","","","82100","TL","Tiendas Lima","Cerrada","20121120","20161231","ESQUINA JR. MARAÑON CON CALLE CASTAÑEDA N° 116-150. LOCAL N° 01A PLAZA VEA","RIMAC","LIMA","LIMA","Callao","4970300000","SBS 8593 - 2012","20121112","002-514","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM ANTILOPE ACHO","con Embozadora","SI","Normal","140122","NO","19000101","T","0","","-12.041561","-77.022077999999993","47","4331E","","","","","","","","","20210503","08:46:44.2470000",,"000497","Lima","00 LIMA","Zona Este","LIMA",
"44000","440","Ayacucho","90403","R2","Región Centro","50001","PJUN","Plaza Junin","98900","TP","Tiendas Provincia","Activa","19980515","","JR. 9 DE DICIEMBRE 183","AYACUCHO","HUAMANGA","AYACUCHO","Centro","4400300000","SBS 490-1998","19980515","002-050","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA AYACUCHO","sin Embozadora","NO","Normal","50101","SI","20140724","T","1","1","-13.158808000000001","-74.226149000000007","144.5","4222C","","","","","","","","","20210503","08:46:44.2470000",,"000440","Centro","03 SUR CENTRO","","",
"04600","046","Higuereta","81800","Z8","Zona 8","","","","82100","TL","Tiendas Lima","Cerrada","19940201","20200529","AV. BENAVIDES 3674","SURCO","LIMA","LIMA","Moderna 1","0460300000","SBS 252-2001","20010330","002-159","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA HIGUERETA","con Embozadora","NO","Normal","140129","SI","20131016","T","1","1","-12.128809070000001","-76.997409059999995","179.81999999999999","43233","","","","","","","","","20210503","08:46:44.2470000",,"000046","Lima","00 LIMA","Zona 8","LIMA",
"14600","146","TUUA","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000146","Lima","","Sin Zona","PROVINCIA",
"38200","382","MM Economax Chaclacayo","81700","Z4","Zona 4","","","","82100","TL","Tiendas Lima","Cerrada","20110614","20191130","AV. NICOLAS AYLLON N° 582-598","CHACLACAYO","LIMA","LIMA","Lima Este","3820300000","SBS 6396-2011","20110601","002-494","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","TIENDA MM ECONOMAX CHACLACAYO","sin Embozadora","SI","Normal","140107","NO","19000101","T","0","","-11.976367","-76.771608000000001","25.800000000000001","4332E","","","","","","","","","20210503","08:46:44.2470000",,"000382","Lima","00 LIMA","Zona Este","LIMA",
"32500","325","Avelino Cáceres","","","","30001","PAQP","Plaza Arequipa","98900","TP","Tiendas Provincia","Activa","20081210","","AV DANIEL ALCIDES CARRION N° 941","JOSE LUIS BUSTAMANTE Y RIVERO","AREQUIPA","AREQUIPA","Sur","3250300000","SBS 10680-2008","20081106","002-434","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA AVELINO CACERES","sin Embozadora","NO","Remodelada a Imagine","40129","SI","20131028","T","1","1","-16.424848000000001","-71.532775999999998","137.5","4222S","","","","","","","","","20210503","08:46:44.2470000",,"000325","Arequipa","04 SUR","Arequipa","PROVINCIA",
"25400","254","MM Vea Bolichera","81300","Z7","Zona Sur","","","","82100","TL","Tiendas Lima","Activa","20050401","","AV. TOMAS MARSANO 5000 CON ESQ. LOS PRÓCERES - SURCO","SURCO","LIMA","LIMA","Moderna 1","2540300000","SBS 317-2005","20050218","002-312","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM Vea BOLICHERA","con Embozadora","SI","Normal","140129","NO","19000101","T","0","","-12.148324000000001","-76.986688999999998","41.799999999999997","43323","","","","","","","","","20210503","08:46:44.2470000",,"000254","Lima","00 LIMA","Zona Sur","LIMA",
"06700","067","San Borja","81200","Z6","Zona 6","","","","82100","TL","Tiendas Lima","Cerrada","19840601","20170518","AV. AVIACION # 2800","SAN BORJA","LIMA","LIMA","Moderna 1","0670300000","SBS 5419-2010","20100602","002-184","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA SAN BORJA","sin Embozadora","NO","Normal","140140","SI","20131002","T","1","1","-12.096472","-77.002216000000004","363.75","43235","","","","","","","","","20210503","08:46:44.2470000",,"000067","Lima","00 LIMA","Zona Moderna Este","LIMA",
