"idseccion","cod_tienda","nombre_tienda","idseccion_zona","cod_zona","zona","idseccion_plaza","cod_plaza","plaza","idseccion_division","cod_division","division","estado","fecha_apertura","fecha_cierre","direccion_sbs","distrito","provincia","departamento","geoubicacion","centro_costos","n_resolucion_sbs","fecha_resolucion","cod_sbs","condicion","tipo_tienda","clasificacion_tienda","tipo_horario","horario","nombre_almacen","embozadora","atencion_feriados","grupo_campana","ubigeo","tienda_imagine","fecha_imagine","tipo_idseccion","active_controller","kiosko","latitud","longitud","metros_cuadrados","cod_sector_gt","asofdate","codpropositositio","descpropositositio","codclasificaciontienda","codtipohorario","codtipotienda","codgeoubicacion","usuariocreamodifi","fechacreamodifi","horacreamodifi","lote","cu_tienda","region_convenios","region_convnominas","plaza_convenios","zona_convenios","fecinformacion"
"33300","333","Municipalidad de San Borja","81200","Z6","Zona 6","","","","82100","TL","Tiendas Lima","Cerrada","20090323","20140104","Municipalidad San Borja Av. Joaquin Madrid 200","SAN BORJA","LIMA","LIMA","Moderna 1","","SBS 12502-2008","20081212","002-451","Alquilada","Tienda Cerrada","Cerrada","Cerrada","L a V de 8:30am a 5:30pm / S de 9:00am a 1:00pm","MUNICIPALIDAD DE SAN BORJA","sin Embozadora","NO","Normal","140140","NO","19000101","T","","","","","","","","","","","","","","","20210503","08:46:44.2470000",,"000333","Lima","00 LIMA","Zona Moderna Este","LIMA",
"13300","133","RR.EE.","81500","Z3","Zona Centro","","","","82100","TL","Tiendas Lima","Activa","20010401","","JR. LAMPA N° 580","LIMA - CERCADO","LIMA","LIMA","Lima Centro","1330300000","SBS 252-2001","20010330","002-281","Alquilada","Tienda Cerrada","Cerrada","Cerrada","L a V de 9:00am a 6:30pm","TIENDA MINISTERIO RR.EE.","sin Embozadora","NO","Normal","140101","NO","19000101","T","0","","-12.048647170000001","-77.030118470000005","50.439999999999998","43212","","","","","","","","","20210503","08:46:44.2470000",,"000133","Lima","00 LIMA","Zona Centro","LIMA",
"54600","546","La Merced","90403","R2","Región Centro","50001","PJUN","Plaza Junin","98900","TP","Tiendas Provincia","Activa","20120704","","JR. AREQUIPA N° 465","CHANCHAMAYO","CHANCHAMAYO","JUNIN","Centro","5460300000","SBS 3551 - 2012/SBS 5356 - 2012","18991230","002-507","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA LA MERCED","sin Embozadora","NO","Normal","110801","SI","20140814","T","1","1","-11.054985","-75.328558999999998","234.5","4221E","","","","","","","","","20210503","08:46:44.2470000",,"000546","Centro","03 SUR CENTRO","Junin","PROVINCIA",
"31600","316","Inteligo","96200","Z5","Zona Moderna Oeste","","","","82100","TL","Tiendas Lima","Activa","20091228","","AV RIVERA NAVARRETE 501 PISO 21 EDIFICIO CAPITAL","SAN ISIDRO","LIMA","LIMA","Moderna 1","3160300000","SBS 15273-2009","20091130","002-469","Alquilada","Tienda Cerrada","Cerrada","Cerrada","L a V de 9:00am a 6:30pm","TIENDA INTELIGO - CENTURA","sin Embozadora","NO","Normal","140112","NO","19000101","T","0","","-12.0925732","-77.026646999999997","23.41","43219","","","","","","","","","20210503","08:46:44.2470000",,"000316","Lima","00 LIMA","Zona Moderna Oeste","LIMA",
"40600","406","Ica San Isidro","90405","R3","Región Sur","40001","PICA","Plaza Ica","98900","TP","Tiendas Provincia","Activa","20050820","","AV. SAN - MARTIN # 1040","ICA","ICA","ICA","Centro","4060300000","SBS 1013-2005","20050707","002-330","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:30pm / S de 9:00am a 1:00pm","TIENDA ICA SAN ISIDRO","sin Embozadora","NO","Normal","100101","SI","20131021","T","1","1","-14.072848","-75.727998999999997","262.19999999999999","4222J","","","","","","","","","20210503","08:46:44.2470000",,"000406","Sur","03 SUR CENTRO","Ica","PROVINCIA",
"35200","352","MM Vea Chosica","81700","Z4","Zona Este","","","","82100","TL","Tiendas Lima","Activa","20100612","","AV. LIMA SUR N° 930-970","LURIGANCHO","LIMA","LIMA","Lima Este","3520300000","SBS 5919-2010 y SBS 5419-2010","18991230","002-474","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM Vea CHOSICA","con Embozadora","SI","Normal","140112","NO","19000101","T","0","","-11.940313","-76.699804999999998","27.18","43327","","","","","","","","","20210503","08:46:44.2470000",,"000352","Lima","00 LIMA","Zona Este","LIMA",
"77800","778","MM Chiclayo","","","","70001","PCH","Plaza Chiclayo","98900","TP","Tiendas Provincia","Activa","20181015","","Av. Miguel de Cervantes Nro 300 Centro Comercial Real Plaza (dentro de Plaza Vea)","CHICLAYO","CHICLAYO","LAMBAYEQUE","","7780300000","SBS 3962-2018","20181010","","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","","con Embozadora","Si","Nació siendo Imagine","140101","SI","20181015","T","1","1","-6.7791100000000002","-79.832853999999998","178","","","","","","","","","","20210503","08:46:44.2470000",,"000778","Norte","","Chiclayo","PROVINCIA",
"15000","150","Canto Grande","81700","Z4","Zona Este","","","","82100","TL","Tiendas Lima","Activa","20071024","","AV. CANTO GRANDE N? 3636","SAN JUAN DE LURIGANCHO","LIMA","LIMA","Lima Este","1500300000","SBS 568-2007","20070511","002-365","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA CANTO GRANDE","sin Embozadora","NO","Normal","140137","SI","20131023","T","1","1","-11.969239999999999","-77.005317000000005","222.86000000000001","4314B","","","","","","","","","20210503","08:46:44.2470000",,"000150","Lima","00 LIMA","Zona Este","LIMA",
"29600","296","Dos de Mayo","96200","Z5","Zona Moderna Oeste","","","","82100","TL","Tiendas Lima","Activa","20041213","","AV. DOS DE MAYO # 1030-1032","SAN ISIDRO","LIMA","LIMA","Moderna 1","2960300000","SBS 1840-2004","20041108","002-294","Propia","Tienda Financiera","Calle","Horario Extendido","L a V de 9:00am a 6:00pm/S de 9:00am a 1:00pm","TIENDA DOS DE MAYO","sin Embozadora","NO","Normal","140112","SI","20130926","T","1","1","-12.091661269999999","-77.041657659999998","303","4322E","","","","","","","","","20210503","08:46:44.2470000",,"000296","Lima","00 LIMA","Zona Moderna Oeste","LIMA",
"05700","057","Dasso","96200","Z5","Zona Moderna Oeste","","","","82100","TL","Tiendas Lima","Activa","19961201","","AV. PARDO Y ALIAGA 634","SAN ISIDRO","LIMA","LIMA","Moderna 1","0570300000","SBS 1105-1999/ SBS 1327-2012","19991215","002-151","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA DASSO","sin Embozadora","NO","Normal","140112","SI","20130928","T","1","1","-12.106676","-77.038362000000006","573.09000000000003","43223","","","","","","","","","20210503","08:46:44.2470000",,"000057","Lima","00 LIMA","Zona Moderna Oeste","LIMA",
"71300","713","Cajamarca El Quinde","90414","R1","Región Norte","","","","98900","TP","Tiendas Provincia","Cerrada","20100917","20201231","JR. SOR MANUELA GIL N° 151, LOCAL LE-116, CC EL QUINDE","CAJAMARCA","CAJAMARCA","CAJAMARCA","Norte","7130300000","SBS 5919-2010 y SBS 5419-2010","18991230","002-476","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a S de 10:00am a 8:00pm","TIENDA EL QUINDE CAJAMARCA","sin Embozadora","NO","Normal","60101","NO","19000101","T","0","","-7.1489505070000003","-78.509202090000002","107.87","42124","","","","","","","","","20210503","08:46:44.2470000",,"000713","Norte","01 NORTE","","",
"76400","764","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000764","02 NORTE CENTRO","02 NORTE CENTRO","MOYOBAMBA","PROVINCIA",
"98900","989","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000989","Lima","","Sin Zona","PROVINCIA",
"17200","172","Canadá","81700","Z4","Zona Este","","","","82100","TL","Tiendas Lima","Cerrada","20080402","20210206","AV. CANADA N? 3478, 3480 Y 3484","SAN BORJA","LIMA","LIMA","Moderna 1","1720300000","SBS 1682-2007","20071121","002-388","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA CANADA","sin Embozadora","NO","Normal","140140","SI","20130928","T","1","1","-12.081283000000001","-76.993931000000003","181.15000000000001","4314E","","","","","","","","","20210503","08:46:44.2470000",,"000172","Lima","00 LIMA","Zona Este","LIMA",
"34300","343","Arequipa Mall Aventura","","","","30001","PAQP","Plaza Arequipa","98900","TP","Tiendas Provincia","Activa","20110330","","AV. PORONGOCHE LOCAL COMERCIAL LF - 5","PAUCARPATA","AREQUIPA","AREQUIPA","Sur","3430300000","SBS 17093-2010","20101216","002-492","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a S de 10:00am a 8:00pm","TIENDA MALL AVENTURA PLAZA AREQUIPA","con Embozadora","NO","Normal","40109","SI","20131028","T","1","1","-16.417068","-71.514011999999994","259.74000000000001","4221B","","","","","","","","","20210503","08:46:44.2470000",,"000343","Arequipa","04 SUR","Arequipa","PROVINCIA",
"44100","441","MM Pisco","90405","R3","Región Sur","40001","PICA","Plaza Ica","98900","TP","Tiendas Provincia","Cerrada","20141224","20191231","AV. FERMIN TANGUIS y LAS AMERICAS S/N EL PEDREGAL LOTE N° 3","PISCO","PISCO","ICA","","4410300000","SBS 7696 - 2014","20141118","002-549","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM PISCO","","","Normal","100401","NO","19000101","T","0","","-13.711221589999999","-76.194131780000006","39.670000000000002","4221P","","","","","","","","","20210503","08:46:44.2470000",,"000441","Sur","03 SUR CENTRO","Ica","PROVINCIA",
"23900","239","MM. Ov Gutiérrez (W)","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000239","Lima","","Sin Zona","PROVINCIA",
"04300","043","Molicentro","81200","Z6","Zona Moderna Este","","","","82100","TL","Tiendas Lima","Cerrada","19930101","20201231","C.C. LOS MOLINOS TDA. 1","LA MOLINA","LIMA","LIMA","Moderna 1","0430300000","SBS 787-2003","20030523","002-174","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA LA MOLINA","sin Embozadora","NO","Normal","140110","NO","19000101","T","0","","-12.082849","-76.928387999999998","220","43231","","","","","","","","","20210503","08:46:44.2470000",,"000043","Lima","00 LIMA","Zona Moderna Este","LIMA",
"75800","758","Moyobamba","90403","R2","Región Centro","75001","PTPP","Plaza Oriente","98900","TP","Tiendas Provincia","Activa","20080929","","JR. JOSE DE SAN MARTIN N° 535 - 537 A Y B","MOYOBAMBA","MOYOBAMBA","SAN MARTIN","Centro","7580300000","SBS 9747-2008","20080930","002-419","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA MOYOBAMBA","sin Embozadora","NO","Normal","210101","NO","19000101","T","0","","-6.03329","-76.974742000000006","480","4211P","","","","","","","","","20210503","08:46:44.2470000",,"000758","Centro","02 NORTE CENTRO","Oriente","PROVINCIA",
"33700","337","Cyberplaza","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000337","Lima","","Sin Zona","PROVINCIA",
"21500","215","MM Breña","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000215","Lima","","Sin Zona","PROVINCIA",
"20100","201","Saenz Peña","82000","Z2","Zona Oeste","","","","82100","TL","Tiendas Lima","Cerrada","19670601","20210331","AV. SAENZ PEÑA 406","CALLAO","CALLAO","CALLAO","Callao","2010300000","SBS 503-1998","19980520","002-105","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA SAENZ PEÑA","sin Embozadora","NO","Normal","101","NO","19000101","T","0","","-12.06114","-77.142649000000006","158.00999999999999","4312B","","","","","","","","","20210503","08:46:44.2470000",,"000201","Lima","00 LIMA","Zona Oeste","LIMA",
"25800","258","MM Vivanda Dos de Mayo","96200","Z5","Zona 5","","","","82100","TL","Tiendas Lima","Cerrada","20051022","20131212","ESQ. AV. DOS DE MAYO Y CL. LOS NOGALES","SAN ISIDRO","LIMA","LIMA","Moderna 1","","SBS 14294-2009","20091030","002-333","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM VIVANDA DOS DE MAYO","sin Embozadora","SI","Normal","140112","NO","19000101","T","","","","","","","","","","","","","","","20210503","08:46:44.2470000",,"000258","Lima","00 LIMA","Zona Moderna Oeste","LIMA",
"11700","117","Mesa Redonda","81500","Z3","Zona Centro","","","","82100","TL","Tiendas Lima","Activa","20081222","","JR. ANDAHUAYLAS N° 983","LIMA - CERCADO","LIMA","LIMA","Lima Centro","1170300000","SBS 1792-2008","20080530","002-413","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA MESA REDONDA","sin Embozadora","NO","Normal","140101","NO","19000101","T","0","","-12.05378501","-77.026585800000007","113.20999999999999","43138","","","","","","","","","20210503","08:46:44.2470000",,"000117","Lima","00 LIMA","Zona Centro","LIMA",
"31500","315","Cayma","","","","30001","PAQP","Plaza Arequipa","98900","TP","Tiendas Provincia","Activa","19980401","","C.C. CAYMA TDAS. 25 Y 26 - AV. EJERCITO S/N","CAYMA","AREQUIPA","AREQUIPA","Sur","3150300000","SBS 401-1998","19980421","002-261","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA CAYMA","sin Embozadora","NO","Remodelada a Imagine","40102","SI","20131028","T","1","1","-16.389495","-71.546847999999997","314.19999999999999","42223","","","","","","","","","20210503","08:46:44.2470000",,"000315","Arequipa","04 SUR","Arequipa","PROVINCIA",
"26700","267","MM Vea Valle Hermoso","81200","Z6","Zona 6","","","","82100","TL","Tiendas Lima","Cerrada","20070301","20140430","AV JACARANDÁ 890, URB. VALLE HERMOSO, SURCO","SURCO","LIMA","LIMA","Moderna 1","","SBS 1406-2006","20061027","002-351","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM VEA VALLE HERMOSO","sin Embozadora","SI","Normal","140129","NO","19000101","T","","","","","","","","","","","","","","","20210503","08:46:44.2470000",,"000267","Lima","00 LIMA","Zona Moderna Este","LIMA",
"33000","330","Parque Industrial","81300","Z7","Zona Sur","","","","82100","TL","Tiendas Lima","Activa","20081216","","AV VELASCO ALVARADO LOTE 01 Y 02, MZ. M1 - PARQUE INDUSTRIAL","VILLA EL SALVADOR","LIMA","LIMA","Lima Sur","3300300000","SBS 10680-2008","20081106","002-435","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA PARQUE INDUSTRIAL","sin Embozadora","NO","Normal","140141","SI","20131129","T","1","1","-12.204338","-76.932326000000003","431.16000000000003","4324C","","","","","","","","","20210503","08:46:44.2470000",,"000330","Lima","00 LIMA","Zona Sur","LIMA",
"43200","432","Aviación","96200","Z5","Zona Moderna Oeste","","","","82100","TL","Tiendas Lima","Activa","20141015","","AV. AVIACION N° 3385, MZ G2, LOTE 18, URB. LAS MAGNOLIAS","SAN BORJA","LIMA","LIMA","","4320300000","SBS 3385 - 2014","20140603","002-552","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA AVIACION","","","Nació siendo Imagine","140140","SI","20141015","T","1","1","-12.104934549999999","-77.000812800000006","360","4323J","","","","","","","","","20210503","08:46:44.2470000",,"000432","Lima","00 LIMA","Zona Moderna Oeste","LIMA",
"43300","433","ME Cusco San Blas","90419","R4","Región Sur","42001","PCUS","Plaza Cusco","98900","TP","Tiendas Provincia","Cerrada","20140618","20161231","CALLE CHOQUECHACA DEL CENTRO HISTORICO N° 424","CUSCO","CUSCO","CUSCO","","4330300000","SBS 2802 - 2014","20140513","002-543","Alquilada","Money Exchange","Calle","Money","L a D de 8:00am a 8:00pm","TIENDA ME CUSCO SAN BLAS","","","Normal","70101","NO","19000101","T","0","","-13.514507","-71.976241000000002","35.859999999999999","","","","","","","","","","20210503","08:46:44.2470000",,"000433","Sur","","Cusco","PROVINCIA",
"5500","055","","","","","","","","","","","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000055","Lima","00 LIMA","","",
"63600","636","Colegio de Abogados","81800","Z8","Zona 8","","","","82100","TL","Tiendas Lima","Cerrada","20130923","20151109","AV. SANTA CRUZ N° 255","MIRAFLORES","LIMA","LIMA","","","SBS 2717 - 2013","20130503","002-530","","Tienda Cerrada","Cerrada","Cerrada","L a V de 9:00 am a 7:00pm / S de 9:00am a 1:00 pm","COLEGIO DE ABOGADOS","","NO","Normal","140107","NO","19000101","T","","","","","","","","","","","","","","","20210503","08:46:44.2470000",,"000636","Lima","00 LIMA","","",
"28600","286","Marsano","81200","Z6","Zona 6","","","","82100","TL","Tiendas Lima","Cerrada","20081204","20170630","JR. HUANCAVELICA N° 207. URB. LA OROYA ANTIGUA","SURQUILLO","LIMA","LIMA","Moderna 2","2860300000","SBS 10680-2008","20081106","002-430","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA TOMAS MARSANO","sin Embozadora","NO","Normal","140131","NO","19000101","T","1","1","-12.111667000000001","-77.012979999999999","212.25","4324B","","","","","","","","","20210503","08:46:44.2470000",,"000286","Lima","00 LIMA","Zona Moderna Este","LIMA",
"16900","169","Mega Plaza II","80500","Z1","Zona 1","","","","82100","TL","Tiendas Lima","Cerrada","20070511","20171230","AV. INDUSTRIAL # 3515 - 3517 URB. HABILITACION INDUSTRIAL VALLE PIEDRA LIZA","INDEPENDENCIA","LIMA","LIMA","Lima Norte","1690300000","SBS 568-2007","20070511","002-353","Alquilada","Tienda Financiera","Centro Comercial","Normal","L a V de 10:00am a 7:00pm / S de 10:00am a 2:00pm","TIENDA MEGAPLAZA II","sin Embozadora","NO","Normal","140102","SI","20131204","T","1","1","-11.994346999999999","-77.059353000000002","200","4311D","","","","","","","","","20210503","08:46:44.2470000",,"000169","Lima","00 LIMA","Zona Norte","LIMA",
"33500","335","Puerto Maldonado","90405","R3","Región Sur","42001","PCUS","Plaza Cusco","98900","TP","Tiendas Provincia","Activa","20070918","","AV. LEON VELARDE N?298 ESQ.C/AV. DANIEL ALCIDES CARRION TAMBOPATA","TAMBOPATA","TAMBOPATA","MADRE DE DIOS","Sur","3350300000","SBS 568-2007","20070511","002-375","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA PUERTO MALDONADO","sin Embozadora","NO","Normal","160101","NO","19000101","T","0","","-12.594137999999999","-69.177288000000004","160","4222G","","","","","","","","","20210503","08:46:44.2470000",,"000335","Sur","04 SUR","Cusco","PROVINCIA",
"26400","264","MM Vivanda Monterrico","81200","Z6","Zona Moderna Este","","","","82100","TL","Tiendas Lima","Activa","20051201","","AV. LA ENCALA CON ESQ. AV.PRIMAVERA - CC.MONTERRICO SURCO","SURCO","LIMA","LIMA","Moderna 1","2640300000","SBS 14294-2009","20091030","002-338","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM VIVANDA MONTERRICO","sin Embozadora","SI","Normal","140129","SI","20131018","T","0","","-12.109147","-76.971952999999999","38.850000000000001","43339","","","","","","","","","20210503","08:46:44.2470000",,"000264","Lima","00 LIMA","Zona Moderna Este","LIMA",
